seq	run	block	sp	tc
BB20002	ref	all	0.564	0.000
BB20002	ref	core	0.665	0.000
BBS20010	q3	all	0.831	0.340
BBS20010	q3	core	0.907	0.470
BBS20021	ref	all	0.901	0.230
BBS20021	ref	core	0.942	0.410
BB20029	sov-ipssp	all	0.776	0.040
BB20029	sov-ipssp	core	0.801	0.000
BB20004	ref	all	0.891	0.430
BB20004	ref	core	0.972	0.560
BBS20029	abs	all	0.810	0.050
BBS20029	abs	core	0.814	0.000
BBS20022	q3	all	0.828	0.190
BBS20022	q3	core	0.829	0.290
BBS20037	sov-ipssp	all	0.834	0.180
BBS20037	sov-ipssp	core	0.969	0.630
BBS20003	q3-ipssp	all	0.942	0.300
BBS20003	q3-ipssp	core	0.969	0.410
BB20005	abs	all	0.692	0.040
BB20005	abs	core	0.705	0.080
BBS20013	sov	all	0.711	0.270
BBS20013	sov	core	0.738	0.390
BB20031	sov-ipssp	all	0.824	0.150
BB20031	sov-ipssp	core	0.831	0.200
BBS20004	sov-ipssp	all	0.948	0.480
BBS20004	sov-ipssp	core	0.975	0.590
BBS20011	ref	all	0.819	0.570
BBS20011	ref	core	0.853	0.650
BB20015	abs	all	0.609	0.050
BB20015	abs	core	0.843	0.000
BB20018	abs	all	0.929	0.580
BB20018	abs	core	0.936	0.650
BB20002	sov	all	0.449	0.000
BB20002	sov	core	0.554	0.000
BB20006	sov-ipssp	all	0.916	0.430
BB20006	sov-ipssp	core	0.928	0.460
BB20003	q3	all	0.945	0.360
BB20003	q3	core	0.970	0.480
BBS20027	sov	all	0.843	0.420
BBS20027	sov	core	0.932	0.660
BB20028	ref	all	0.959	0.650
BB20028	ref	core	0.985	0.750
BBS20041	sov-ipssp	all	0.903	0.340
BBS20041	sov-ipssp	core	0.951	0.520
BB20006	q3-ipssp	all	0.916	0.430
BB20006	q3-ipssp	core	0.927	0.470
BB20004	sov-ipssp	all	0.893	0.450
BB20004	sov-ipssp	core	0.971	0.560
BBS20020	q3-ipssp	all	0.832	0.570
BBS20020	q3-ipssp	core	0.898	0.740
BBS20009	ref	all	0.943	0.490
BBS20009	ref	core	0.961	0.550
BB20039	ref	all	0.894	0.090
BB20039	ref	core	0.924	0.270
BBS20029	sov	all	0.810	0.050
BBS20029	sov	core	0.814	0.000
BBS20010	sov	all	0.824	0.350
BBS20010	sov	core	0.900	0.480
BBS20031	q3-ipssp	all	0.780	0.150
BBS20031	q3-ipssp	core	0.786	0.190
BBS20012	sov	all	0.780	0.310
BBS20012	sov	core	0.837	0.410
BBS20020	ref	all	0.842	0.570
BBS20020	ref	core	0.912	0.730
BB20023	q3-ipssp	all	0.778	0.120
BB20023	q3-ipssp	core	0.800	0.160
BBS20006	sov-ipssp	all	0.911	0.440
BBS20006	sov-ipssp	core	0.923	0.460
BB20037	sov	all	0.840	0.110
BB20037	sov	core	0.967	0.480
BB20023	q3	all	0.787	0.130
BB20023	q3	core	0.790	0.160
BB20001	q3	all	0.468	0.000
BB20001	q3	core	0.537	0.000
BBS20038	sov	all	0.887	0.260
BBS20038	sov	core	0.931	0.140
BBS20015	sov-ipssp	all	0.832	0.070
BBS20015	sov-ipssp	core	0.874	0.000
BBS20036	abs	all	0.954	0.290
BBS20036	abs	core	0.966	0.380
BB20019	q3	all	0.824	0.160
BB20019	q3	core	0.847	0.240
BBS20015	sov	all	0.830	0.070
BBS20015	sov	core	0.880	0.000
BBS20034	ref	all	0.840	0.190
BBS20034	ref	core	0.920	0.390
BB20038	ref	all	0.907	0.250
BB20038	ref	core	0.951	0.170
BBS20013	q3	all	0.699	0.250
BBS20013	q3	core	0.718	0.370
BB20026	q3-ipssp	all	0.813	0.310
BB20026	q3-ipssp	core	0.876	0.390
BBS20026	sov	all	0.822	0.270
BBS20026	sov	core	0.871	0.330
BBS20040	sov-ipssp	all	0.934	0.530
BBS20040	sov-ipssp	core	0.959	0.600
BBS20019	abs	all	0.800	0.150
BBS20019	abs	core	0.846	0.240
BB20024	sov	all	0.539	0.480
BB20024	sov	core	0.841	0.000
BB20024	abs	all	0.534	0.460
BB20024	abs	core	0.843	0.000
BB20030	ref	all	0.899	0.120
BB20030	ref	core	0.907	0.000
BB20007	sov-ipssp	all	0.709	0.340
BB20007	sov-ipssp	core	0.827	0.480
BB20019	sov	all	0.823	0.150
BB20019	sov	core	0.854	0.240
BB20005	q3-ipssp	all	0.714	0.040
BB20005	q3-ipssp	core	0.763	0.090
BBS20006	abs	all	0.903	0.360
BBS20006	abs	core	0.927	0.380
BBS20027	q3	all	0.832	0.410
BBS20027	q3	core	0.934	0.660
BBS20039	sov	all	0.905	0.150
BBS20039	sov	core	0.930	0.270
BB20018	sov	all	0.952	0.680
BB20018	sov	core	0.963	0.790
BB20038	abs	all	0.867	0.210
BB20038	abs	core	0.891	0.000
BBS20027	sov-ipssp	all	0.834	0.370
BBS20027	sov-ipssp	core	0.939	0.630
BB20005	sov-ipssp	all	0.721	0.050
BB20005	sov-ipssp	core	0.748	0.080
BBS20002	q3-ipssp	all	0.765	0.040
BBS20002	q3-ipssp	core	0.730	0.000
BB20021	sov	all	0.904	0.200
BB20021	sov	core	0.938	0.340
BB20004	sov	all	0.891	0.430
BB20004	sov	core	0.971	0.550
BBS20012	abs	all	0.776	0.330
BBS20012	abs	core	0.838	0.440
BBS20035	sov	all	0.860	0.240
BBS20035	sov	core	0.898	0.400
BB20021	q3-ipssp	all	0.895	0.170
BB20021	q3-ipssp	core	0.934	0.300
BBS20026	q3-ipssp	all	0.813	0.290
BBS20026	q3-ipssp	core	0.863	0.340
BB20015	ref	all	0.628	0.040
BB20015	ref	core	0.843	0.000
BBS20029	q3	all	0.810	0.050
BBS20029	q3	core	0.814	0.000
BBS20003	sov-ipssp	all	0.944	0.310
BBS20003	sov-ipssp	core	0.971	0.420
BB20017	sov-ipssp	all	0.916	0.420
BB20017	sov-ipssp	core	0.966	0.590
BB20036	abs	all	0.808	0.050
BB20036	abs	core	0.949	0.000
BBS20023	sov	all	0.742	0.140
BBS20023	sov	core	0.756	0.160
BB20008	q3	all	0.691	0.000
BB20008	q3	core	0.796	0.000
BBS20013	abs	all	0.734	0.270
BBS20013	abs	core	0.760	0.390
BB20004	q3-ipssp	all	0.895	0.420
BB20004	q3-ipssp	core	0.971	0.500
BB20008	sov-ipssp	all	0.538	0.000
BB20008	sov-ipssp	core	0.699	0.000
BB20032	abs	all	0.913	0.560
BB20032	abs	core	0.990	0.840
BBS20029	ref	all	0.851	0.100
BBS20029	ref	core	0.867	0.030
BBS20016	q3-ipssp	all	0.912	0.500
BBS20016	q3-ipssp	core	0.937	0.580
BB20008	q3-ipssp	all	0.391	0.000
BB20008	q3-ipssp	core	0.521	0.000
BB20011	ref	all	0.710	0.050
BB20011	ref	core	0.752	0.000
BB20022	ref	all	0.805	0.180
BB20022	ref	core	0.793	0.310
BB20040	q3-ipssp	all	0.885	0.540
BB20040	q3-ipssp	core	0.964	0.610
BB20011	sov	all	0.773	0.300
BB20011	sov	core	0.787	0.220
BB20028	sov-ipssp	all	0.949	0.530
BB20028	sov-ipssp	core	0.974	0.620
BBS20024	sov	all	0.873	0.070
BBS20024	sov	core	0.864	0.000
BBS20008	sov-ipssp	all	0.717	0.130
BBS20008	sov-ipssp	core	0.905	0.360
BB20030	sov	all	0.903	0.090
BB20030	sov	core	0.920	0.000
BB20009	ref	all	0.905	0.460
BB20009	ref	core	0.955	0.450
BBS20014	ref	all	0.831	0.020
BBS20014	ref	core	0.945	0.000
BBS20009	sov-ipssp	all	0.925	0.450
BBS20009	sov-ipssp	core	0.967	0.550
BB20023	sov	all	0.782	0.130
BB20023	sov	core	0.788	0.160
BB20012	sov	all	0.681	0.180
BB20012	sov	core	0.836	0.410
BBS20017	sov	all	0.937	0.450
BBS20017	sov	core	0.965	0.590
BB20025	q3-ipssp	all	0.902	0.290
BB20025	q3-ipssp	core	0.962	0.400
BB20021	ref	all	0.901	0.240
BB20021	ref	core	0.933	0.430
BB20020	q3-ipssp	all	0.813	0.500
BB20020	q3-ipssp	core	0.885	0.650
BB20029	q3	all	0.784	0.040
BB20029	q3	core	0.801	0.000
BB20037	ref	all	0.829	0.000
BB20037	ref	core	0.932	0.000
BBS20005	ref	all	0.704	0.050
BBS20005	ref	core	0.734	0.080
BBS20011	abs	all	0.787	0.440
BBS20011	abs	core	0.789	0.400
BBS20006	q3-ipssp	all	0.920	0.440
BBS20006	q3-ipssp	core	0.931	0.470
BBS20038	ref	all	0.890	0.200
BBS20038	ref	core	0.945	0.140
BB20013	sov-ipssp	all	0.582	0.150
BB20013	sov-ipssp	core	0.799	0.500
BB20010	q3	all	0.821	0.340
BB20010	q3	core	0.910	0.470
BBS20010	q3-ipssp	all	0.809	0.350
BBS20010	q3-ipssp	core	0.890	0.500
BBS20006	ref	all	0.919	0.420
BBS20006	ref	core	0.930	0.460
BBS20012	ref	all	0.778	0.290
BBS20012	ref	core	0.842	0.380
BBS20007	sov	all	0.771	0.370
BBS20007	sov	core	0.879	0.590
BB20032	sov	all	0.912	0.560
BB20032	sov	core	0.990	0.840
BB20008	abs	all	0.433	0.000
BB20008	abs	core	0.503	0.000
BBS20037	q3	all	0.835	0.100
BBS20037	q3	core	0.958	0.410
BBS20003	q3	all	0.946	0.330
BBS20003	q3	core	0.970	0.440
BBS20024	sov-ipssp	all	0.873	0.100
BBS20024	sov-ipssp	core	0.864	0.000
BBS20017	ref	all	0.944	0.510
BBS20017	ref	core	0.978	0.670
BBS20012	q3	all	0.772	0.310
BBS20012	q3	core	0.836	0.410
BBS20018	q3-ipssp	all	0.945	0.600
BBS20018	q3-ipssp	core	0.954	0.680
BBS20033	ref	all	0.874	0.260
BBS20033	ref	core	0.833	0.220
BB20014	ref	all	0.778	0.000
BB20014	ref	core	0.926	0.000
BBS20021	q3-ipssp	all	0.903	0.230
BBS20021	q3-ipssp	core	0.944	0.410
BBS20002	sov-ipssp	all	0.749	0.000
BBS20002	sov-ipssp	core	0.735	0.000
BBS20008	ref	all	0.713	0.130
BBS20008	ref	core	0.945	0.360
BB20020	sov	all	0.834	0.580
BB20020	sov	core	0.909	0.760
BB20011	abs	all	0.724	0.050
BB20011	abs	core	0.740	0.000
BB20020	sov-ipssp	all	0.829	0.540
BB20020	sov-ipssp	core	0.917	0.740
BB20034	sov-ipssp	all	0.838	0.130
BB20034	sov-ipssp	core	0.935	0.260
BB20011	sov-ipssp	all	0.705	0.050
BB20011	sov-ipssp	core	0.738	0.000
BB20009	sov	all	0.906	0.450
BB20009	sov	core	0.959	0.450
BBS20026	abs	all	0.834	0.320
BBS20026	abs	core	0.874	0.380
BB20026	q3	all	0.805	0.260
BB20026	q3	core	0.867	0.320
BBS20040	ref	all	0.943	0.600
BBS20040	ref	core	0.965	0.680
BB20003	ref	all	0.948	0.280
BB20003	ref	core	0.967	0.370
BBS20020	abs	all	0.842	0.590
BBS20020	abs	core	0.911	0.770
BBS20030	sov-ipssp	all	0.855	0.130
BBS20030	sov-ipssp	core	0.803	0.000
BBS20015	q3	all	0.830	0.030
BBS20015	q3	core	0.880	0.000
BB20001	q3-ipssp	all	0.480	0.000
BB20001	q3-ipssp	core	0.537	0.000
BBS20008	abs	all	0.698	0.130
BBS20008	abs	core	0.894	0.360
BB20033	ref	all	0.910	0.240
BB20033	ref	core	0.893	0.220
BBS20006	q3	all	0.924	0.440
BBS20006	q3	core	0.941	0.470
BB20036	ref	all	0.796	0.050
BB20036	ref	core	0.940	0.000
BBS20025	ref	all	0.944	0.300
BBS20025	ref	core	0.967	0.400
BBS20002	sov	all	0.781	0.040
BBS20002	sov	core	0.764	0.000
BBS20024	abs	all	0.847	0.050
BBS20024	abs	core	0.844	0.000
BBS20003	sov	all	0.943	0.330
BBS20003	sov	core	0.969	0.440
BB20027	sov-ipssp	all	0.776	0.330
BB20027	sov-ipssp	core	0.926	0.630
BB20017	ref	all	0.925	0.450
BB20017	ref	core	0.976	0.640
BB20014	abs	all	0.784	0.000
BB20014	abs	core	0.926	0.000
BB20007	q3-ipssp	all	0.711	0.350
BB20007	q3-ipssp	core	0.827	0.480
BBS20011	q3	all	0.854	0.470
BBS20011	q3	core	0.853	0.400
BB20010	sov	all	0.820	0.350
BB20010	sov	core	0.905	0.490
BBS20039	sov-ipssp	all	0.892	0.130
BBS20039	sov-ipssp	core	0.917	0.270
BB20032	ref	all	0.899	0.300
BB20032	ref	core	0.973	0.510
BBS20003	abs	all	0.939	0.310
BBS20003	abs	core	0.966	0.420
BBS20026	q3	all	0.823	0.280
BBS20026	q3	core	0.873	0.330
BBS20041	ref	all	0.921	0.400
BBS20041	ref	core	0.968	0.550
BBS20009	sov	all	0.944	0.420
BBS20009	sov	core	0.959	0.450
BB20027	abs	all	0.778	0.290
BB20027	abs	core	0.916	0.520
BBS20040	abs	all	0.941	0.630
BBS20040	abs	core	0.965	0.710
BB20009	q3-ipssp	all	0.899	0.440
BB20009	q3-ipssp	core	0.953	0.410
BB20017	q3	all	0.926	0.470
BB20017	q3	core	0.974	0.670
BBS20040	q3	all	0.937	0.620
BBS20040	q3	core	0.963	0.700
BB20014	q3	all	0.792	0.000
BB20014	q3	core	0.929	0.000
BB20041	ref	all	0.710	0.250
BB20041	ref	core	0.962	0.500
BB20019	sov-ipssp	all	0.818	0.160
BB20019	sov-ipssp	core	0.840	0.240
BB20015	q3	all	0.626	0.020
BB20015	q3	core	0.862	0.000
BBS20018	q3	all	0.948	0.630
BBS20018	q3	core	0.961	0.730
BB20022	sov-ipssp	all	0.789	0.100
BB20022	sov-ipssp	core	0.777	0.080
BB20006	sov	all	0.918	0.400
BB20006	sov	core	0.932	0.460
BB20020	q3	all	0.835	0.580
BB20020	q3	core	0.911	0.760
BB20035	abs	all	0.748	0.090
BB20035	abs	core	0.895	0.380
BBS20008	q3-ipssp	all	0.705	0.130
BBS20008	q3-ipssp	core	0.932	0.360
BB20010	abs	all	0.798	0.330
BB20010	abs	core	0.889	0.460
BB20010	q3-ipssp	all	0.809	0.350
BB20010	q3-ipssp	core	0.893	0.490
BBS20014	abs	all	0.808	0.000
BBS20014	abs	core	0.906	0.000
BB20012	sov-ipssp	all	0.660	0.140
BB20012	sov-ipssp	core	0.821	0.330
BB20040	q3	all	0.889	0.540
BB20040	q3	core	0.969	0.610
BB20026	sov-ipssp	all	0.793	0.280
BB20026	sov-ipssp	core	0.857	0.340
BBS20035	q3	all	0.871	0.260
BBS20035	q3	core	0.917	0.400
BBS20017	q3-ipssp	all	0.940	0.420
BBS20017	q3-ipssp	core	0.971	0.550
BBS20002	abs	all	0.772	0.040
BBS20002	abs	core	0.753	0.000
BB20025	sov-ipssp	all	0.917	0.330
BB20025	sov-ipssp	core	0.970	0.460
BBS20013	ref	all	0.764	0.310
BBS20013	ref	core	0.799	0.400
BBS20020	sov	all	0.843	0.600
BBS20020	sov	core	0.913	0.770
BBS20016	q3	all	0.906	0.500
BBS20016	q3	core	0.933	0.590
BB20031	sov	all	0.758	0.130
BB20031	sov	core	0.775	0.190
BB20024	q3	all	0.531	0.480
BB20024	q3	core	0.841	0.000
BBS20028	abs	all	0.961	0.570
BBS20028	abs	core	0.979	0.660
BBS20026	sov-ipssp	all	0.815	0.290
BBS20026	sov-ipssp	core	0.862	0.340
BB20002	abs	all	0.297	0.000
BB20002	abs	core	0.379	0.000
BB20033	abs	all	0.886	0.180
BB20033	abs	core	0.862	0.100
BBS20012	sov-ipssp	all	0.763	0.270
BBS20012	sov-ipssp	core	0.814	0.340
BB20012	ref	all	0.681	0.210
BB20012	ref	core	0.843	0.480
BB20020	ref	all	0.843	0.530
BB20020	ref	core	0.917	0.710
BB20008	sov	all	0.480	0.000
BB20008	sov	core	0.526	0.000
BBS20035	ref	all	0.869	0.230
BBS20035	ref	core	0.923	0.440
BBS20037	q3-ipssp	all	0.832	0.150
BBS20037	q3-ipssp	core	0.967	0.560
BB20006	abs	all	0.906	0.360
BB20006	abs	core	0.927	0.390
BB20034	q3-ipssp	all	0.803	0.180
BB20034	q3-ipssp	core	0.933	0.380
BBS20036	sov	all	0.957	0.290
BBS20036	sov	core	0.966	0.380
BBS20027	ref	all	0.813	0.380
BBS20027	ref	core	0.905	0.620
BBS20010	abs	all	0.832	0.360
BBS20010	abs	core	0.912	0.500
BBS20004	q3-ipssp	all	0.942	0.420
BBS20004	q3-ipssp	core	0.961	0.490
BBS20003	ref	all	0.946	0.280
BBS20003	ref	core	0.964	0.370
BBS20005	q3	all	0.732	0.050
BBS20005	q3	core	0.776	0.080
BBS20017	sov-ipssp	all	0.943	0.410
BBS20017	sov-ipssp	core	0.973	0.550
BBS20025	q3	all	0.955	0.450
BBS20025	q3	core	0.981	0.580
BB20021	abs	all	0.899	0.180
BB20021	abs	core	0.934	0.300
BB20041	q3-ipssp	all	0.707	0.240
BB20041	q3-ipssp	core	0.960	0.520
BB20010	ref	all	0.805	0.340
BB20010	ref	core	0.892	0.490
BBS20030	abs	all	0.902	0.110
BBS20030	abs	core	0.920	0.000
BBS20037	ref	all	0.816	0.040
BBS20037	ref	core	0.948	0.150
BBS20013	q3-ipssp	all	0.754	0.310
BBS20013	q3-ipssp	core	0.793	0.460
BBS20007	q3-ipssp	all	0.718	0.300
BBS20007	q3-ipssp	core	0.819	0.390
BB20040	sov	all	0.887	0.670
BB20040	sov	core	0.974	0.760
BBS20019	sov-ipssp	all	0.799	0.150
BBS20019	sov-ipssp	core	0.839	0.240
BB20041	sov	all	0.709	0.270
BB20041	sov	core	0.961	0.520
BBS20030	q3	all	0.902	0.120
BBS20030	q3	core	0.920	0.000
BB20031	q3-ipssp	all	0.806	0.140
BB20031	q3-ipssp	core	0.803	0.190
BB20009	sov-ipssp	all	0.891	0.370
BB20009	sov-ipssp	core	0.938	0.390
BBS20023	sov-ipssp	all	0.760	0.140
BBS20023	sov-ipssp	core	0.764	0.160
BBS20028	ref	all	0.957	0.630
BBS20028	ref	core	0.976	0.720
BBS20027	abs	all	0.828	0.330
BBS20027	abs	core	0.921	0.520
BB20040	ref	all	0.886	0.510
BB20040	ref	core	0.970	0.570
BBS20016	ref	all	0.899	0.450
BBS20016	ref	core	0.924	0.520
BBS20027	q3-ipssp	all	0.824	0.370
BBS20027	q3-ipssp	core	0.921	0.630
BBS20013	sov-ipssp	all	0.772	0.350
BBS20013	sov-ipssp	core	0.798	0.480
BB20037	abs	all	0.824	0.060
BB20037	abs	core	0.933	0.260
BB20035	ref	all	0.790	0.130
BB20035	ref	core	0.903	0.400
BB20036	q3	all	0.807	0.050
BB20036	q3	core	0.949	0.000
BB20028	q3-ipssp	all	0.957	0.600
BB20028	q3-ipssp	core	0.981	0.720
BBS20030	sov	all	0.902	0.100
BBS20030	sov	core	0.920	0.000
BB20019	ref	all	0.829	0.160
BB20019	ref	core	0.859	0.260
BB20027	sov	all	0.787	0.370
BB20027	sov	core	0.927	0.660
BB20020	abs	all	0.832	0.590
BB20020	abs	core	0.909	0.770
BB20008	ref	all	0.724	0.000
BB20008	ref	core	0.890	0.000
BBS20020	q3	all	0.844	0.570
BBS20020	q3	core	0.912	0.740
BBS20041	abs	all	0.913	0.350
BBS20041	abs	core	0.956	0.500
BBS20022	sov-ipssp	all	0.786	0.090
BBS20022	sov-ipssp	core	0.771	0.080
BBS20015	abs	all	0.837	0.050
BBS20015	abs	core	0.880	0.000
BB20022	sov	all	0.823	0.200
BB20022	sov	core	0.841	0.320
BBS20022	ref	all	0.801	0.170
BBS20022	ref	core	0.791	0.270
BBS20009	abs	all	0.944	0.420
BBS20009	abs	core	0.959	0.450
BB20027	q3-ipssp	all	0.761	0.330
BB20027	q3-ipssp	core	0.909	0.630
BBS20018	sov	all	0.949	0.680
BBS20018	sov	core	0.963	0.790
BBS20004	q3	all	0.946	0.450
BBS20004	q3	core	0.972	0.530
BBS20028	q3-ipssp	all	0.966	0.620
BBS20028	q3-ipssp	core	0.984	0.730
BBS20014	sov	all	0.824	0.030
BBS20014	sov	core	0.942	0.090
BB20041	sov-ipssp	all	0.703	0.240
BB20041	sov-ipssp	core	0.949	0.520
BBS20023	ref	all	0.784	0.170
BBS20023	ref	core	0.807	0.300
BBS20023	q3	all	0.782	0.140
BBS20023	q3	core	0.782	0.160
BB20024	ref	all	0.533	0.470
BB20024	ref	core	0.841	0.000
BBS20015	ref	all	0.827	0.030
BBS20015	ref	core	0.863	0.000
BB20013	q3	all	0.573	0.130
BB20013	q3	core	0.733	0.390
BBS20032	q3	all	0.916	0.520
BBS20032	q3	core	0.990	0.840
BBS20040	q3-ipssp	all	0.933	0.520
BBS20040	q3-ipssp	core	0.958	0.590
BBS20028	q3	all	0.965	0.610
BBS20028	q3	core	0.983	0.720
BBS20019	ref	all	0.814	0.140
BBS20019	ref	core	0.869	0.210
BB20016	sov-ipssp	all	0.736	0.000
BB20016	sov-ipssp	core	0.758	0.000
BB20019	q3-ipssp	all	0.821	0.160
BB20019	q3-ipssp	core	0.846	0.240
BB20030	q3	all	0.904	0.100
BB20030	q3	core	0.920	0.000
BBS20011	sov-ipssp	all	0.818	0.560
BBS20011	sov-ipssp	core	0.856	0.650
BB20016	abs	all	0.777	0.000
BB20016	abs	core	0.800	0.000
BB20007	sov	all	0.748	0.360
BB20007	sov	core	0.871	0.570
BB20040	sov-ipssp	all	0.883	0.530
BB20040	sov-ipssp	core	0.964	0.610
BB20015	sov	all	0.620	0.020
BB20015	sov	core	0.862	0.000
BB20018	sov-ipssp	all	0.944	0.600
BB20018	sov-ipssp	core	0.955	0.680
BBS20034	q3	all	0.855	0.200
BBS20034	q3	core	0.941	0.400
BBS20033	sov	all	0.863	0.190
BBS20033	sov	core	0.818	0.100
BBS20014	q3	all	0.825	0.010
BBS20014	q3	core	0.944	0.000
BB20034	q3	all	0.851	0.200
BB20034	q3	core	0.942	0.400
BB20005	sov	all	0.728	0.040
BB20005	sov	core	0.757	0.080
BBS20021	sov-ipssp	all	0.901	0.210
BBS20021	sov-ipssp	core	0.941	0.370
BBS20001	q3-ipssp	all	0.952	0.830
BBS20001	q3-ipssp	core	0.990	0.920
BB20016	q3-ipssp	all	0.755	0.010
BB20016	q3-ipssp	core	0.771	0.000
BBS20001	q3	all	0.952	0.740
BBS20001	q3	core	0.980	0.840
BBS20020	sov-ipssp	all	0.831	0.570
BBS20020	sov-ipssp	core	0.909	0.760
BBS20024	q3-ipssp	all	0.846	0.080
BBS20024	q3-ipssp	core	0.844	0.000
BB20030	sov-ipssp	all	0.875	0.130
BB20030	sov-ipssp	core	0.851	0.000
BBS20025	sov-ipssp	all	0.952	0.320
BBS20025	sov-ipssp	core	0.980	0.400
BB20021	q3	all	0.904	0.190
BB20021	q3	core	0.938	0.340
BB20011	q3-ipssp	all	0.716	0.050
BB20011	q3-ipssp	core	0.748	0.000
BB20002	q3	all	0.410	0.000
BB20002	q3	core	0.517	0.000
BB20012	q3	all	0.683	0.180
BB20012	q3	core	0.838	0.410
BB20025	ref	all	0.918	0.300
BB20025	ref	core	0.983	0.450
BBS20036	q3-ipssp	all	0.942	0.320
BBS20036	q3-ipssp	core	0.959	0.380
BB20037	sov-ipssp	all	0.820	0.120
BB20037	sov-ipssp	core	0.957	0.480
BBS20028	sov	all	0.964	0.600
BBS20028	sov	core	0.982	0.720
BB20030	abs	all	0.904	0.100
BB20030	abs	core	0.920	0.000
BB20029	q3-ipssp	all	0.795	0.040
BB20029	q3-ipssp	core	0.810	0.000
BB20023	sov-ipssp	all	0.768	0.100
BB20023	sov-ipssp	core	0.766	0.160
BBS20036	q3	all	0.960	0.330
BBS20036	q3	core	0.966	0.380
BB20041	abs	all	0.711	0.250
BB20041	abs	core	0.958	0.520
BBS20033	abs	all	0.856	0.190
BBS20033	abs	core	0.808	0.100
BBS20002	q3	all	0.781	0.040
BBS20002	q3	core	0.764	0.000
BB20024	q3-ipssp	all	0.518	0.430
BB20024	q3-ipssp	core	0.839	0.000
BB20038	q3	all	0.899	0.220
BB20038	q3	core	0.942	0.140
BBS20021	abs	all	0.901	0.240
BBS20021	abs	core	0.945	0.410
BBS20026	ref	all	0.812	0.330
BBS20026	ref	core	0.860	0.390
BBS20004	sov	all	0.950	0.480
BBS20004	sov	core	0.976	0.580
BB20012	abs	all	0.692	0.190
BB20012	abs	core	0.839	0.440
BB20037	q3	all	0.824	0.080
BB20037	q3	core	0.924	0.410
BB20031	abs	all	0.745	0.120
BB20031	abs	core	0.765	0.150
BBS20005	sov	all	0.752	0.060
BBS20005	sov	core	0.794	0.080
BBS20016	sov	all	0.901	0.460
BBS20016	sov	core	0.929	0.530
BB20017	q3-ipssp	all	0.921	0.400
BB20017	q3-ipssp	core	0.970	0.550
BBS20022	abs	all	0.817	0.150
BBS20022	abs	core	0.826	0.210
BBS20033	q3	all	0.866	0.190
BBS20033	q3	core	0.822	0.100
BBS20039	ref	all	0.895	0.120
BBS20039	ref	core	0.920	0.200
BBS20005	q3-ipssp	all	0.717	0.050
BBS20005	q3-ipssp	core	0.757	0.090
BB20018	ref	all	0.910	0.480
BB20018	ref	core	0.923	0.590
BB20005	ref	all	0.713	0.030
BB20005	ref	core	0.749	0.080
BBS20031	sov	all	0.772	0.130
BBS20031	sov	core	0.774	0.190
BB20022	abs	all	0.814	0.160
BB20022	abs	core	0.829	0.250
BBS20019	q3	all	0.803	0.150
BBS20019	q3	core	0.844	0.240
BBS20005	sov-ipssp	all	0.725	0.060
BBS20005	sov-ipssp	core	0.763	0.080
BB20009	q3	all	0.913	0.460
BB20009	q3	core	0.959	0.450
BBS20022	sov	all	0.825	0.180
BBS20022	sov	core	0.836	0.290
BB20023	ref	all	0.794	0.170
BB20023	ref	core	0.823	0.300
BBS20024	q3	all	0.873	0.070
BBS20024	q3	core	0.864	0.000
BB20026	sov	all	0.806	0.260
BB20026	sov	core	0.865	0.320
BBS20018	sov-ipssp	all	0.939	0.600
BBS20018	sov-ipssp	core	0.954	0.680
BB20001	sov-ipssp	all	0.488	0.000
BB20001	sov-ipssp	core	0.537	0.000
BB20040	abs	all	0.891	0.600
BB20040	abs	core	0.972	0.670
BBS20039	abs	all	0.904	0.080
BBS20039	abs	core	0.924	0.200
BB20023	abs	all	0.770	0.120
BB20023	abs	core	0.783	0.160
BB20035	sov-ipssp	all	0.772	0.150
BB20035	sov-ipssp	core	0.867	0.460
BB20028	abs	all	0.964	0.600
BB20028	abs	core	0.980	0.660
BB20039	q3-ipssp	all	0.901	0.140
BB20039	q3-ipssp	core	0.932	0.270
BBS20041	sov	all	0.912	0.340
BBS20041	sov	core	0.955	0.500
BBS20001	abs	all	0.968	0.870
BBS20001	abs	core	0.995	0.960
BBS20015	q3-ipssp	all	0.841	0.070
BBS20015	q3-ipssp	core	0.874	0.000
BBS20019	q3-ipssp	all	0.800	0.150
BBS20019	q3-ipssp	core	0.844	0.240
BBS20023	abs	all	0.755	0.140
BBS20023	abs	core	0.766	0.160
BB20014	sov	all	0.785	0.000
BB20014	sov	core	0.934	0.000
BBS20035	sov-ipssp	all	0.883	0.280
BBS20035	sov-ipssp	core	0.919	0.540
BBS20017	abs	all	0.943	0.450
BBS20017	abs	core	0.970	0.580
BB20038	sov	all	0.892	0.210
BB20038	sov	core	0.937	0.140
BB20030	q3-ipssp	all	0.903	0.110
BB20030	q3-ipssp	core	0.919	0.000
BBS20035	q3-ipssp	all	0.846	0.160
BBS20035	q3-ipssp	core	0.901	0.380
BB20032	q3	all	0.910	0.520
BB20032	q3	core	0.990	0.840
BB20033	sov	all	0.866	0.180
BB20033	sov	core	0.821	0.100
BB20011	q3	all	0.741	0.060
BB20011	q3	core	0.762	0.000
BB20012	q3-ipssp	all	0.653	0.150
BB20012	q3-ipssp	core	0.823	0.350
BB20007	abs	all	0.707	0.310
BB20007	abs	core	0.820	0.450
BBS20010	sov-ipssp	all	0.827	0.340
